"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.40","43.67","TORONTO CITY","6158355","2023-01-14","2023","01","14","","-3.2","","-9.4","","-6.3","","24.3","","0.0","","","","","","0.0","","2","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-01-15","2023","01","15","","-1.0","","-8.4","","-4.7","","22.7","","0.0","","","","","","0.0","","2","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-01-16","2023","01","16","","1.8","","-5.1","","-1.7","","19.7","","0.0","","","","","","0.1","","2","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-01-17","2023","01","17","","5.3","","1.7","","3.5","","14.5","","0.0","","","","","","4.0","","0","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-01-18","2023","01","18","","6.2","","2.8","","4.5","","13.5","","0.0","","","","","","1.3","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-01-19","2023","01","19","","3.8","","1.6","","2.7","","15.3","","0.0","","","","","","4.8","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-01-20","2023","01","20","","3.8","","-0.8","","1.5","","16.5","","0.0","","","","","","1.7","","0","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-01-21","2023","01","21","","1.1","","-1.0","","0.1","","17.9","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-01-22","2023","01","22","","2.1","","-1.6","","0.2","","17.8","","0.0","","","","","","2.8","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-01-23","2023","01","23","","2.7","","-2.0","","0.4","","17.6","","0.0","","","","","","0.0","","3","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-01-24","2023","01","24","","3.2","","-0.7","","1.2","","16.8","","0.0","","","","","","0.0","","0","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-01-25","2023","01","25","","2.6","","-0.4","","1.1","","16.9","","0.0","","","","","","19.2","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-01-26","2023","01","26","","2.5","","-3.5","","-0.5","","18.5","","0.0","","","","","","1.9","","8","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-01-27","2023","01","27","","1.2","","-1.4","","-0.1","","18.1","","0.0","","","","","","0.1","","8","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-01-28","2023","01","28","","2.7","","-1.3","","0.7","","17.3","","0.0","","","","","","0.2","","8","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-01-29","2023","01","29","","1.3","","-5.6","","-2.2","","20.2","","0.0","","","","","","4.9","","8","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-01-30","2023","01","30","","-1.1","","-7.1","","-4.1","","22.1","","0.0","","","","","","0.0","","9","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-01-31","2023","01","31","","-3.8","","-9.7","","-6.8","","24.8","","0.0","","","","","","0.0","","8","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-02-01","2023","02","01","","-3.7","","-10.6","","-7.1","","25.1","","0.0","","","","","","0.0","","8","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-02-02","2023","02","02","","2.9","","-9.3","","-3.2","","21.2","","0.0","","","","","","0.0","","7","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-02-03","2023","02","03","","-9.3","","-20.5","","-14.9","","32.9","","0.0","","","","","","0.0","","7","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-02-04","2023","02","04","","-0.2","","-20.0","","-10.1","","28.1","","0.0","","","","","","0.4","","8","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-02-05","2023","02","05","","5.5","","-0.3","","2.6","","15.4","","0.0","","","","","","0.0","","9","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-02-06","2023","02","06","","3.3","","-2.4","","0.5","","17.5","","0.0","","","","","","0.0","","6","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-02-07","2023","02","07","","8.9","","-0.1","","4.4","","13.6","","0.0","","","","","","0.0","","5","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-02-08","2023","02","08","","7.7","","2.3","","5.0","","13.0","","0.0","","","","","","0.0","","1","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-02-09","2023","02","09","","7.0","","2.0","","4.5","","13.5","","0.0","","","","","","28.1","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-02-10","2023","02","10","","6.1","","-2.3","","1.9","","16.1","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-02-11","2023","02","11","","2.1","","-3.8","","-0.8","","18.8","","0.0","","","","","","0.0","","0","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-02-12","2023","02","12","","7.1","","0.1","","3.6","","14.4","","0.0","","","","","","0.0","","0","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-02-13","2023","02","13","","9.8","","-0.6","","4.6","","13.4","","0.0","","","","","","0.0","","0","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-02-14","2023","02","14","","8.5","","-0.4","","4.0","","14.0","","0.0","","","","","","0.0","","0","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-02-15","2023","02","15","","15.3","","6.2","","10.7","","7.3","","0.0","","","","","","0.2","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-02-16","2023","02","16","","6.6","","-0.2","","3.2","","14.8","","0.0","","","","","","4.7","","0","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-02-17","2023","02","17","","1.0","","-7.9","","-3.5","","21.5","","0.0","","","","","","5.7","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-02-18","2023","02","18","","2.8","","-6.9","","-2.0","","20.0","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-02-19","2023","02","19","","8.8","","2.0","","5.4","","12.6","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-02-20","2023","02","20","","6.6","","-0.9","","2.9","","15.1","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-02-21","2023","02","21","","7.1","","-1.0","","3.1","","14.9","","0.0","","","","","","0.2","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-02-22","2023","02","22","","-0.3","","-6.7","","-3.5","","21.5","","0.0","","","","","","17.7","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-02-23","2023","02","23","","-1.0","","-7.1","","-4.1","","22.1","","0.0","","","","","","1.0","","12","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-02-24","2023","02","24","","-2.2","","-9.5","","-5.9","","23.9","","0.0","","","","","","0.0","","11","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-02-25","2023","02","25","","-0.9","","-8.2","","-4.5","","22.5","","0.0","","","","","","0.9","","11","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-02-26","2023","02","26","","4.2","","-3.1","","0.6","","17.4","","0.0","","","","","","0.0","","11","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-02-27","2023","02","27","","0.8","","-5.4","","-2.3","","20.3","","0.0","","","","","","7.2","","7","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-02-28","2023","02","28","","2.6","","-0.1","","1.3","","16.7","","0.0","","","","","","2.8","","10","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-03-01","2023","03","01","","3.2","","-0.1","","1.6","","16.4","","0.0","","","","","","0.0","","8","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-03-02","2023","03","02","","4.9","","-0.5","","2.2","","15.8","","0.0","","","","","","0.0","","8","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-03-03","2023","03","03","","1.1","","-1.6","","-0.3","","18.3","","0.0","","","","","","21.7","","6","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-03-04","2023","03","04","","5.8","","-0.9","","2.5","","15.5","","0.0","","","","","","11.1","","21","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-03-05","2023","03","05","","6.8","","-0.1","","3.3","","14.7","","0.0","","","","","","0.4","","15","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-03-06","2023","03","06","","3.4","","-0.8","","1.3","","16.7","","0.0","","","","","","0.0","","12","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-03-07","2023","03","07","","1.9","","-1.9","","0.0","","18.0","","0.0","","","","","","0.0","","11","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-03-08","2023","03","08","","3.0","","-2.3","","0.3","","17.7","","0.0","","","","","","0.0","","10","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-03-09","2023","03","09","","4.6","","-2.5","","1.1","","16.9","","0.0","","","","","","0.0","","9","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-03-10","2023","03","10","","0.7","","-2.3","","-0.8","","18.8","","0.0","","","","","","9.0","","8","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-03-11","2023","03","11","","0.6","","-3.5","","-1.5","","19.5","","0.0","","","","","","0.3","","17","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-03-12","2023","03","12","","0.7","","-3.4","","-1.3","","19.3","","0.0","","","","","","2.5","","14","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-03-13","2023","03","13","","2.0","","-2.3","","-0.1","","18.1","","0.0","","","","","","0.5","","18","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-03-14","2023","03","14","","-1.3","","-4.5","","-2.9","","20.9","","0.0","","","","","","0.0","","14","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-03-15","2023","03","15","","6.0","","-4.6","","0.7","","17.3","","0.0","","","","","","0.0","","13","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-03-16","2023","03","16","","10.0","","1.2","","5.6","","12.4","","0.0","","","","","","1.8","","9","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-03-17","2023","03","17","","7.6","","1.2","","4.4","","13.6","","0.0","","","","","","6.5","","5","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-03-18","2023","03","18","","2.2","","-5.9","","-1.9","","19.9","","0.0","","","","","","0.4","","1","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-03-19","2023","03","19","","1.2","","-6.7","","-2.8","","20.8","","0.0","","","","","","0.0","","0","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-03-20","2023","03","20","","7.2","","-1.5","","2.9","","15.1","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-03-21","2023","03","21","","9.8","","4.2","","7.0","","11.0","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-03-22","2023","03","22","","7.9","","1.8","","4.8","","13.2","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-03-23","2023","03","23","","8.9","","0.3","","4.6","","13.4","","0.0","","","","","","9.5","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-03-24","2023","03","24","","5.9","","0.1","","3.0","","15.0","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-03-25","2023","03","25","","9.6","","1.8","","5.7","","12.3","","0.0","","","","","","23.8","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-03-26","2023","03","26","","10.8","","2.8","","6.8","","11.2","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-03-27","2023","03","27","","6.4","","2.8","","4.6","","13.4","","0.0","","","","","","1.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-03-28","2023","03","28","","7.2","","2.1","","4.7","","13.3","","0.0","","","","","","0.0","","0","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-03-29","2023","03","29","","9.6","","-3.5","","3.0","","15.0","","0.0","","","","","","2.1","","0","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-03-30","2023","03","30","","3.4","","-4.2","","-0.4","","18.4","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-03-31","2023","03","31","","4.8","","1.2","","3.0","","15.0","","0.0","","","","","","10.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-04-01","2023","04","01","","16.1","","-1.3","","7.4","","10.6","","0.0","","","","","","16.9","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-04-02","2023","04","02","","2.9","","-3.7","","-0.4","","18.4","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-04-03","2023","04","03","","14.1","","2.3","","8.2","","9.8","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-04-04","2023","04","04","","10.3","","5.6","","7.9","","10.1","","0.0","","","","","","1.5","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-04-05","2023","04","05","","12.1","","3.1","","7.6","","10.4","","0.0","","","","","","26.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-04-06","2023","04","06","","12.9","","5.8","","9.3","","8.7","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-04-07","2023","04","07","","7.7","","-0.6","","3.5","","14.5","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-04-08","2023","04","08","","6.1","","-1.6","","2.3","","15.7","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-04-09","2023","04","09","","10.1","","1.6","","5.8","","12.2","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-04-10","2023","04","10","","17.8","","3.9","","10.9","","7.1","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-04-11","2023","04","11","","24.4","","8.2","","16.3","","1.7","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-04-12","2023","04","12","","27.4","","13.0","","20.2","","0.0","","2.2","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-04-13","2023","04","13","","26.8","","14.7","","20.8","","0.0","","2.8","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-04-14","2023","04","14","","27.0","","14.0","","20.5","","0.0","","2.5","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-04-15","2023","04","15","","23.9","","14.6","","19.2","","0.0","","1.2","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-04-16","2023","04","16","","23.0","","9.2","","16.1","","1.9","","0.0","","","","","","6.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-04-17","2023","04","17","","10.1","","3.7","","6.9","","11.1","","0.0","","","","","","0.6","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-04-18","2023","04","18","","6.3","","2.3","","4.3","","13.7","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-04-19","2023","04","19","","9.1","","1.5","","5.3","","12.7","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-04-20","2023","04","20","","10.2","","3.9","","7.1","","10.9","","0.0","","","","","","0.7","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-04-21","2023","04","21","","20.9","","7.2","","14.1","","3.9","","0.0","","","","","","2.2","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-04-22","2023","04","22","","11.8","","7.5","","9.7","","8.3","","0.0","","","","","","16.9","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-04-23","2023","04","23","","8.9","","5.7","","7.3","","10.7","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-04-24","2023","04","24","","8.2","","4.1","","6.1","","11.9","","0.0","","","","","","2.2","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-04-25","2023","04","25","","11.0","","3.8","","7.4","","10.6","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-04-26","2023","04","26","","9.1","","2.4","","5.8","","12.2","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-04-27","2023","04","27","","12.4","","3.7","","8.1","","9.9","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-04-28","2023","04","28","","11.8","","7.3","","9.6","","8.4","","0.0","","","","","","13.5","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-04-29","2023","04","29","","10.3","","6.1","","8.2","","9.8","","0.0","","","","","","6.8","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-04-30","2023","04","30","","11.0","","7.4","","9.2","","8.8","","0.0","","","","","","12.2","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-05-01","2023","05","01","","10.7","","6.0","","8.4","","9.6","","0.0","","","","","","1.3","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-05-02","2023","05","02","","8.2","","3.2","","5.7","","12.3","","0.0","","","","","","5.8","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-05-03","2023","05","03","","10.0","","3.3","","6.7","","11.3","","0.0","","","","","","5.1","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-05-04","2023","05","04","","13.2","","7.2","","10.2","","7.8","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-05-05","2023","05","05","","14.5","","8.5","","11.5","","6.5","","0.0","","","","","","0.1","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-05-06","2023","05","06","","18.6","","7.2","","12.9","","5.1","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-05-07","2023","05","07","","16.7","","10.5","","13.6","","4.4","","0.0","","","","","","11.1","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-05-08","2023","05","08","","20.2","","8.6","","14.4","","3.6","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-05-09","2023","05","09","","15.6","","9.6","","12.6","","5.4","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-05-10","2023","05","10","","19.9","","7.2","","13.6","","4.4","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-05-11","2023","05","11","","26.7","","11.5","","19.1","","0.0","","1.1","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-05-12","2023","05","12","","27.5","","15.0","","21.2","","0.0","","3.2","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-05-13","2023","05","13","","23.1","","13.6","","18.4","","0.0","","0.4","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-05-14","2023","05","14","","15.9","","10.5","","13.2","","4.8","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-05-15","2023","05","15","","23.9","","9.2","","16.5","","1.5","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-05-16","2023","05","16","","25.0","","6.6","","15.8","","2.2","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-05-17","2023","05","17","","10.2","","2.8","","6.5","","11.5","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-05-18","2023","05","18","","13.9","","4.0","","9.0","","9.0","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-05-19","2023","05","19","","21.5","","8.4","","14.9","","3.1","","0.0","","","","","","9.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-05-20","2023","05","20","","17.4","","11.9","","14.6","","3.4","","0.0","","","","","","15.5","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-05-21","2023","05","21","","24.3","","10.7","","17.5","","0.5","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-05-22","2023","05","22","","16.3","","11.4","","13.9","","4.1","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-05-23","2023","05","23","","19.5","","10.0","","14.8","","3.2","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-05-24","2023","05","24","","17.0","","6.8","","11.9","","6.1","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-05-25","2023","05","25","","15.4","","5.2","","10.3","","7.7","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-05-26","2023","05","26","","19.9","","7.4","","13.7","","4.3","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-05-27","2023","05","27","","23.2","","12.4","","17.8","","0.2","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-05-28","2023","05","28","","25.9","","12.7","","19.3","","0.0","","1.3","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-05-29","2023","05","29","","24.2","","17.3","","20.7","","0.0","","2.7","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-05-30","2023","05","30","","26.7","","15.1","","20.9","","0.0","","2.9","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-05-31","2023","05","31","","30.2","","16.9","","23.5","","0.0","","5.5","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-06-01","2023","06","01","","30.4","","19.0","","24.7","","0.0","","6.7","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-06-02","2023","06","02","","32.8","","19.6","","26.2","","0.0","","8.2","","","","","","9.4","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-06-03","2023","06","03","","23.4","","15.8","","19.6","","0.0","","1.6","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-06-04","2023","06","04","","20.3","","13.1","","16.7","","1.3","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-06-05","2023","06","05","","22.4","","14.2","","18.3","","0.0","","0.3","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-06-06","2023","06","06","","23.7","","15.0","","19.3","","0.0","","1.3","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-06-07","2023","06","07","","21.8","","12.7","","17.2","","0.8","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-06-08","2023","06","08","","18.5","","13.3","","15.9","","2.1","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-06-09","2023","06","09","","21.1","","12.1","","16.6","","1.4","","0.0","","","","","","2.4","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-06-10","2023","06","10","","25.9","","14.1","","20.0","","0.0","","2.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-06-11","2023","06","11","","22.6","","15.6","","19.1","","0.0","","1.1","","","","","","7.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2023-06-12","2023","06","12","","18.8","","12.7","","15.8","","2.2","","0.0","","","","","","50.1","","","","","M","","M"
